registro_id,data,ano,mes,dia,segmento,empresa,cidade,numero_clientes,ticket_medio,receita,custo,lucro,indice_satisfacao,taxa_ocupacao,taxa_crescimento,custo_marketing,investimento_publicidade,previsao_vendas,previsao_custos,sensibilidade_negocios,indice_correcao,programacao_linear,regiao,estado,pais,tipo_cliente,canal_venda,categoria_produto,tipo_servico,plano,faixa_etaria,genero,fonte_trafego,dispositivo,sistema_operacional,navegador,quantidade_produtos,custo_por_cliente,receita_por_cliente,lucro_por_cliente,desconto_medio,percentual_desconto,taxa_conversao,vendas_por_vendedor,comissao_vendas,valor_impostos,frete_medio,pedidos_por_cliente,LTV,CAC,MRR,ARR,receita_media_diaria,custo_por_clique,custo_por_mil_impressoes,taxa_de_clique,impressoes,cliques,leads_gerados,custo_por_lead,ROAS,avaliacao_media,numero_avaliacoes,NPS,CSAT,reclamacoes,tempo_medio_resposta,tempo_medio_entrega,taxa_devolucao,nivel_estoque,giro_estoque,custo_estoque,numero_fornecedores,taxa_de_defeito,usuarios_ativos,tempo_medio_sessao,taxa_retencao,churn_rate,funcionalidade_mais_usada,numero_sessoes,RevPAR,taxa_evasao,tempo_medio_atendimento,despesa_administrativa,despesa_com_pessoal,despesa_fixa,despesa_variavel,despesa_tributaria,despesa_financeira
2933,2022-06-18,2022,6,18,Varejo,Ramos - EI,Freitas,1,31.96,31.96,21.71,10.25,8.6,,40.4,3.61,32563.62,35.25,23.64,72.15,1.045,2630.86,Tocantins,AC,Brasil,Pessoa Jurídica,Loja física,Outros,,,46-55,Masculino,Anúncio pago,Desktop,Linux,Edge,24,21.71,31.96,10.25,29.05,47.62,6.03,8,1.45,3.21,0.0,14.06,48.25,96.64,0.0,0.0,1.07,21.3,28.49,12.62,49124,6199,411,0.01,0.0,4.8,67,-91,1,43,68.54,21.11,77.36,389,0.88,5755.37,13,0.33,0,470.71,52.67,46.11,,641,,,,4465.59,168536.45,17831.44,22132.05,2.29,1814.01
1256,2022-06-19,2022,6,19,Varejo,Garcia,Lopes,1,30.08,30.08,20.37,9.71,6.8,,-70.25,2.4,32650.82,32.81,22.11,38.03,1.077,1230.7,Rondônia,AC,Brasil,B2C,Aplicativo,Eletrônicos,,,46-55,Feminino,Busca orgânica,Mobile,Linux,Outro,41,20.37,30.08,9.71,84.94,73.85,16.78,0,0.0,8.01,5.85,13.31,48997.73,254.07,0.0,0.0,1.0,10.25,17.44,10.71,14005,1499,199,0.01,0.0,2.2,175,-38,2,11,26.09,2.77,62.82,134,2.24,933.24,53,3.8,0,41.51,9.06,14.58,,169,,,,2654.75,12363.7,27863.41,24893.69,2.76,411.22
1286,2022-06-19,2022,6,19,TI,Fogaça da Mota S.A.,Pinto da Mata,1,27.63,27.63,18.21,9.42,8.0,,-70.05,4.76,30197.72,31.55,19.89,70.04,0.932,237.57,Rondônia,ES,Brasil,B2C,Representante,,Consultoria,Premium,46-55,Feminino,Direto,Tablet,iOS,Firefox,0,18.21,27.63,9.42,110.48,79.99,17.12,0,0.0,7.34,0.0,12.75,25045.31,259.53,31.15,373.8,0.92,10.22,31.56,11.11,12214,1356,148,0.03,0.0,3.9,118,-77,4,13,24.42,3.85,55.7,0,0.0,0.0,51,3.61,1959,74.98,12.68,20.99,FuncC,178,,,,4107.96,12042.0,27752.69,21705.12,1.39,167.44
1445,2022-06-19,2022,6,19,Varejo,Araújo,Casa Grande de Pinto,1,28.54,28.54,25.84,2.7,8.9,,27.98,1.82,36822.28,30.23,27.05,22.26,1.091,449.48,Santa Catarina,PE,Brasil,B2B,Telefone,Alimentos,,,36-45,Outro,Referência,Tablet,Android,Firefox,22,25.84,28.54,2.7,126.74,81.62,14.57,12,0.74,3.42,0.0,7.97,21157.06,151.79,0.0,0.0,0.95,20.72,22.59,7.66,7779,595,249,0.01,0.0,1.8,118,27,4,50,26.56,6.88,52.65,61,4.02,1039.59,39,5.64,0,3.5,22.57,11.9,,145,,,,10246.58,33424.47,31416.84,21593.92,4.24,530.05
2292,2022-06-19,2022,6,19,Varejo,Cardoso Ramos S/A,Rezende,1,56.4,56.4,46.83,9.57,6.4,,51.74,7.79,10091.76,59.72,47.44,21.39,1.006,758.03,Roraima,RR,Brasil,Pessoa Física,Aplicativo,Móveis,,,36-45,Masculino,Email,Tablet,macOS,Safari,37,46.83,56.4,9.57,155.0,73.32,1.37,3,1.6,5.94,3.24,4.75,24.52,81.93,0.0,0.0,1.88,33.19,66.78,23.71,42785,10144,464,0.02,0.01,1.0,71,65,4,48,56.05,11.09,61.59,38,0.42,395.93,12,2.63,0,264.12,95.62,29.2,,477,,,,20473.48,66699.98,36580.35,16385.13,6.14,2855.68
2728,2022-06-19,2022,6,19,Varejo,Santos,Nunes de Vieira,1,40.63,40.63,37.49,3.14,7.8,,24.05,4.34,35544.63,45.8,38.23,68.11,1.019,1808.17,Rio de Janeiro,MA,Brasil,Pessoa Jurídica,Loja física,Livros,,,55+,Feminino,Direto,Tablet,Windows,Chrome,83,37.49,40.63,3.14,64.59,61.39,1.3,1,1.2,10.16,0.0,6.18,25.44,48.7,0.0,0.0,1.35,28.1,38.07,19.13,44402,8494,523,0.01,0.0,4.2,55,-47,2,52,88.15,8.98,56.94,131,1.04,1271.5,10,5.74,0,417.88,75.45,62.59,,564,,,,20676.19,180881.52,17429.45,14977.32,5.21,1930.56
361,2022-06-20,2022,6,20,TI,Montenegro,Silva,1,37.17,37.17,31.09,6.08,10.0,,-6.3,2.62,12224.49,40.93,32.9,82.65,0.936,2868.65,Mato Grosso,AL,Brasil,Pessoa Física,Online,,Suporte,Premium,18-25,Outro,Direto,Mobile,iOS,Safari,0,31.09,37.17,6.08,12.68,25.44,4.45,0,0.0,6.65,0.0,1.89,0.72,165.16,39.85,478.2,1.24,0.23,0.78,1.52,10677,162,91,0.03,0.0,2.6,253,77,4,12,25.73,11.48,4.91,0,0.0,0.0,9,5.16,752,151.94,13.3,13.65,Outra,68,,,,1532.25,7690.17,13402.38,17177.92,2.5,241.46
525,2022-06-20,2022,6,20,TI,Mendes,Fernandes,1,48.31,48.31,36.48,11.83,7.9,,-2.83,9.63,1624.12,51.87,39.64,89.93,1.097,1404.95,Bahia,MA,Brasil,Pessoa Física,Representante,,Suporte,Básico,26-35,Outro,Referência,Tablet,Windows,Outro,0,36.48,48.31,11.83,2.09,4.15,3.35,0,0.0,8.53,0.0,1.13,3.27,202.92,50.85,610.2,1.61,1.43,16.78,3.43,3823,131,155,0.06,0.03,1.0,176,-40,3,18,20.52,4.31,8.47,0,0.0,0.0,11,3.31,46,107.32,41.06,28.57,FuncC,91,,,,7221.82,0.0,10064.31,28194.86,2.68,580.69
1133,2022-06-20,2022,6,20,Varejo,Cavalcante Pimenta Ltda.,Cavalcanti da Prata,1,29.49,29.49,17.94,11.55,9.9,,73.49,5.42,37519.96,31.08,18.28,25.46,0.998,3207.39,Roraima,RO,Brasil,B2B,Telefone,Eletrônicos,,,26-35,Masculino,Busca orgânica,Mobile,Android,Chrome,44,17.94,29.49,11.55,2.99,9.21,11.94,9,1.14,3.9,0.0,12.65,5899.57,234.74,0.0,0.0,0.98,12.74,6.76,17.68,14022,2479,13,0.42,0.0,2.7,73,-62,3,40,27.41,6.6,29.86,98,0.31,563.12,52,3.28,0,29.54,70.12,22.16,,167,,,,14112.24,5384.83,21992.0,27754.96,1.88,110.47
1524,2022-06-20,2022,6,20,TI,Viana S/A,Farias,1,29.53,29.53,18.4,11.13,7.0,,66.07,5.65,26114.78,33.64,18.68,23.31,0.961,1344.08,Santa Catarina,PB,Brasil,Pessoa Física,Online,,Treinamento,Básico,36-45,Outro,Rede social,Mobile,Android,Chrome,0,18.4,29.53,11.13,196.85,86.96,12.8,0,0.0,4.87,0.0,8.5,3915.79,75.38,25.38,304.56,0.98,23.97,33.84,5.87,3868,227,195,0.03,0.0,2.6,160,-78,1,58,16.66,4.96,57.59,0,0.0,0.0,39,0.27,53,131.32,8.53,2.67,Outra,171,,,,9936.43,36305.58,30133.03,22361.37,3.32,1368.55
1837,2022-06-20,2022,6,20,TI,Fonseca Moura - EI,Gonçalves Paulista,1,41.74,41.74,31.64,10.1,8.2,,-0.16,5.61,23265.46,43.99,31.95,63.26,1.045,337.42,Mato Grosso,AM,Brasil,Pessoa Jurídica,Representante,,Consultoria,Básico,18-25,Outro,Busca orgânica,Tablet,iOS,Edge,0,31.64,41.74,10.1,168.02,80.1,7.05,0,0.0,6.54,0.0,1.66,207.03,87.68,48.2,578.4,1.39,42.83,59.1,18.99,27324,5188,361,0.02,0.0,3.7,154,-31,4,60,55.66,4.35,99.83,0,0.0,0.0,29,6.93,11,151.73,80.81,5.96,FuncC,288,,,,4860.4,71204.03,50529.7,9919.18,4.29,1735.67
1862,2022-06-20,2022,6,20,Varejo,Pereira S.A.,Machado,1,42.83,42.83,27.85,14.98,6.6,,6.84,6.19,30413.78,47.85,28.41,13.59,0.915,841.97,Goiás,MT,Brasil,Pessoa Jurídica,Online,Livros,,,46-55,Masculino,Email,Desktop,Windows,Edge,48,27.85,42.83,14.98,174.42,80.29,0.92,5,0.56,11.78,3.63,3.47,250.26,59.58,0.0,0.0,1.43,40.91,54.58,17.13,32691,5599,365,0.02,0.0,3.0,85,-68,3,57,54.91,2.64,94.32,504,4.01,5786.28,35,7.64,0,154.56,99.1,7.71,,304,,,,4630.81,66112.34,45866.21,14565.76,2.53,1708.69
2561,2022-06-20,2022,6,20,TI,Sá Azevedo S.A.,Freitas,1,32.92,32.92,27.79,5.13,6.8,,-31.96,2.34,15025.64,34.98,30.34,82.25,0.982,2581.17,Espírito Santo,MT,Brasil,B2B,Representante,,Outros,Premium,18-25,Outro,Referência,Desktop,macOS,Chrome,0,27.79,32.92,5.13,82.21,71.41,1.15,0,0.0,4.25,0.0,6.96,2.4,86.15,29.27,351.24,1.1,35.45,33.31,18.58,41052,7627,456,0.01,0.0,4.3,128,90,2,61,89.93,12.76,72.69,0,0.0,0.0,1,6.5,62,394.89,32.09,37.51,FuncA,488,,,,12055.32,190988.08,18541.56,4879.32,2.87,385.13
2848,2022-06-20,2022,6,20,Varejo,Gomes,Moura,1,30.36,30.36,26.04,4.32,7.2,,81.83,2.42,19552.42,34.77,27.05,89.67,0.973,200.67,Bahia,SE,Brasil,Pessoa Física,Telefone,Roupas,,,46-55,Outro,Busca orgânica,Tablet,Android,Edge,5,26.04,30.36,4.32,44.98,59.7,1.51,4,1.18,8.9,0.1,10.67,13.37,90.18,0.0,0.0,1.18,22.88,4.64,14.01,49484,6932,497,0.0,0.0,3.4,203,38,1,49,76.98,16.01,65.61,186,0.28,3563.48,12,0.7,0,386.33,5.52,48.21,,611,,,,12255.48,170940.91,21091.54,20382.15,1.96,1283.31
2880,2022-06-20,2022,6,20,TI,Marques,Ramos,1,27.02,27.02,23.04,3.98,4.4,,55.56,1.54,23042.28,30.36,25.2,98.88,1.001,1390.96,Minas Gerais,SC,Brasil,Pessoa Jurídica,Aplicativo,,Treinamento,Gratuito,18-25,Outro,Busca orgânica,Tablet,Windows,Chrome,0,23.04,27.02,3.98,40.76,60.14,5.86,0,0.0,6.49,0.0,11.74,20.41,120.92,22.82,273.84,0.9,26.53,3.12,10.22,50787,5190,488,0.0,0.0,3.4,205,28,1,51,79.86,13.56,68.81,0,0.0,0.0,13,1.11,34,393.62,28.26,49.45,FuncB,618,,,,8955.57,169172.54,17888.05,19722.45,1.52,1444.51
464,2022-06-21,2022,6,21,TI,Novais S/A,Caldeira,1,44.51,44.51,37.54,6.97,7.2,,-14.8,7.35,14299.85,48.32,37.91,44.02,1.091,1993.62,Goiás,PI,Brasil,Pessoa Jurídica,Aplicativo,,Desenvolvimento,Gratuito,36-45,Outro,Email,Tablet,Linux,Outro,0,37.54,44.51,6.97,4.17,8.57,3.22,0,0.0,4.48,0.0,1.56,1.04,182.5,43.35,520.2,1.48,1.42,1.25,0.0,1820,0,72,0.1,0.0,3.2,137,-31,2,24,10.17,8.72,17.43,0,0.0,0.0,7,4.66,365,177.73,18.41,16.49,FuncB,75,,,,3664.83,18882.62,12507.18,21097.42,4.33,141.81
1218,2022-06-21,2022,6,21,TI,Ribeiro e Filhos,Rodrigues Verde,1,26.19,26.19,16.65,9.54,10.0,,-24.88,3.19,32613.05,28.17,16.7,27.87,0.959,1660.84,Piauí,SC,Brasil,Pessoa Física,Online,,Desenvolvimento,Gratuito,18-25,Outro,Referência,Tablet,Linux,Firefox,0,16.65,26.19,9.54,53.15,66.99,34.09,0,0.0,3.32,0.0,8.5,56254.7,221.36,24.97,299.64,0.87,9.4,17.24,13.27,14734,1955,103,0.03,0.0,1.1,56,8,5,12,25.09,2.21,53.1,0,0.0,0.0,60,3.82,64,61.97,28.89,12.4,FuncA,183,,,,7407.29,20501.86,22406.9,25998.2,2.08,357.72
1321,2022-06-21,2022,6,21,Varejo,Barros,Ribeiro,1,32.15,32.15,23.57,8.58,7.5,,-20.81,2.45,27695.9,35.45,23.78,22.91,1.065,339.84,Amazonas,PI,Brasil,Pessoa Física,Aplicativo,Alimentos,,,18-25,Outro,Email,Tablet,Android,Firefox,10,23.57,32.15,8.58,108.26,77.1,31.66,11,1.6,7.86,4.21,15.03,69271.04,236.95,0.0,0.0,1.07,16.13,36.32,10.57,11257,1189,242,0.01,0.0,1.0,73,-52,1,21,30.56,1.65,54.7,215,0.79,1326.65,47,0.87,0,86.75,18.23,22.23,,157,,,,8788.87,11372.97,28190.99,22483.64,2.35,135.35
1952,2022-06-21,2022,6,21,Varejo,Cassiano Pires - EI,Alves,1,50.29,50.29,33.04,17.25,7.6,,39.12,9.37,29293.65,54.15,34.43,30.83,0.934,125.18,Distrito Federal,PB,Brasil,B2B,Telefone,Alimentos,,,55+,Outro,Anúncio pago,Mobile,Linux,Edge,116,33.04,50.29,17.25,202.8,80.13,0.17,0,0.0,7.21,4.69,6.82,670.89,44.53,0.0,0.0,1.68,35.42,65.39,21.47,28010,6013,445,0.02,0.0,1.9,78,-43,1,70,64.53,1.11,84.02,219,3.74,2706.47,17,3.32,0,217.52,51.75,22.12,,333,,,,11748.2,58665.92,45080.38,22184.43,7.42,2898.44
1968,2022-06-21,2022,6,21,Varejo,Montenegro,Barbosa de Minas,1,49.99,49.99,44.49,5.5,7.3,,26.91,6.79,29774.55,57.3,47.12,52.71,0.914,221.1,Pernambuco,PB,Brasil,B2C,Loja física,Livros,,,18-25,Feminino,Direto,Tablet,macOS,Outro,60,44.49,49.99,5.5,217.95,81.34,1.19,1,2.41,6.55,1.66,6.34,389.2,59.42,0.0,0.0,1.67,35.06,68.59,18.85,31444,5927,354,0.02,0.0,1.7,86,-22,3,64,56.9,1.63,87.04,254,1.43,3205.12,11,2.92,0,222.44,56.03,12.28,,363,,,,13137.8,50084.39,44531.16,19322.3,6.18,2974.23
2277,2022-06-21,2022,6,21,Varejo,Mendes - ME,Vargas de Cassiano,1,56.07,56.07,35.5,20.57,7.4,,89.89,5.9,7200.21,62.81,35.92,4.66,1.049,462.67,Minas Gerais,SE,Brasil,Pessoa Jurídica,Online,Roupas,,,26-35,Feminino,Email,Tablet,macOS,Firefox,53,35.5,56.07,20.57,173.58,75.58,4.2,6,1.76,15.58,1.15,5.84,29.42,71.93,0.0,0.0,1.87,33.16,68.31,19.83,44779,8879,489,0.01,0.01,2.5,9,82,4,48,59.32,8.78,60.63,491,2.73,2633.81,11,4.52,0,299.51,84.24,36.18,,447,,,,20131.64,71200.11,40361.41,16100.15,3.61,2552.86
2339,2022-06-21,2022,6,21,TI,Oliveira Alves S.A.,Barros dos Dourados,1,41.76,41.76,25.11,16.65,7.3,,-16.54,7.87,1920.41,44.41,27.37,25.1,0.914,1286.11,Paraná,RS,Brasil,B2C,Telefone,,Treinamento,Básico,36-45,Masculino,Anúncio pago,Tablet,iOS,Safari,0,25.11,41.76,16.65,111.36,72.73,15.94,0,0.0,5.83,0.0,2.14,76.72,67.44,43.08,516.96,1.39,31.47,62.57,22.33,43406,9692,484,0.02,0.02,2.5,37,43,3,45,104.88,10.59,50.66,0,0.0,0.0,1,4.71,442,313.49,67.42,25.6,FuncB,472,,,,18868.37,75718.55,28181.11,14923.31,4.66,3038.47
583,2022-06-22,2022,6,22,TI,Sousa S.A.,Carvalho da Praia,1,48.27,48.27,38.81,9.46,7.7,,5.72,5.21,10330.7,51.79,40.77,36.68,1.1,2280.82,Pará,RO,Brasil,Pessoa Física,Representante,,Desenvolvimento,Gratuito,55+,Feminino,Anúncio pago,Tablet,Linux,Chrome,0,38.81,48.27,9.46,22.35,31.65,3.77,0,0.0,9.08,0.0,1.96,4.54,226.04,46.41,556.92,1.61,3.24,0.01,5.64,6928,390,184,0.03,0.0,2.7,113,-13,1,21,25.18,4.13,15.18,0,0.0,0.0,3,2.68,176,56.55,87.45,21.58,FuncA,127,,,,9350.12,8782.34,11951.81,23722.72,2.55,735.29
821,2022-06-22,2022,6,22,TI,Araújo Ltda.,Vieira de Porto,1,48.49,48.49,40.98,7.51,8.5,,-29.26,5.52,23487.62,53.19,41.97,62.31,0.938,1251.49,Alagoas,MS,Brasil,Pessoa Física,Loja física,,Suporte,Gratuito,55+,Outro,Direto,Tablet,iOS,Chrome,0,40.98,48.49,7.51,2.34,4.6,17.99,0,0.0,9.46,0.0,3.84,1059.44,154.68,56.37,676.44,1.62,6.71,22.75,18.28,8855,1618,114,0.05,0.0,1.3,224,14,2,24,8.28,0.44,17.82,0,0.0,0.0,14,5.06,101,25.52,54.76,26.58,FuncB,138,,,,2417.59,2969.79,16368.96,37139.3,5.48,1370.06
963,2022-06-22,2022,6,22,TI,Lima,Alves Verde,1,39.71,39.71,26.76,12.95,7.2,,-23.46,5.27,17100.71,44.0,28.45,76.84,0.943,2266.31,Distrito Federal,MT,Brasil,Pessoa Jurídica,Online,,Desenvolvimento,Teste,36-45,Masculino,Busca orgânica,Mobile,Windows,Outro,0,26.76,39.71,12.95,31.05,43.88,12.89,0,0.0,7.87,0.0,12.19,41586.13,189.09,44.88,538.56,1.32,11.29,25.24,10.42,8368,871,56,0.09,0.0,4.0,25,28,3,33,15.12,8.52,30.89,0,0.0,0.0,34,3.59,67,22.46,53.01,18.16,FuncC,165,,,,14706.95,0.0,15358.37,32083.6,5.09,599.78
1357,2022-06-22,2022,6,22,Varejo,Ribeiro,Leão,1,33.35,33.35,29.89,3.46,9.4,,3.39,4.01,27130.37,35.33,31.95,16.45,1.004,387.13,Sergipe,PR,Brasil,B2C,Online,Outros,,,55+,Outro,Email,Mobile,Android,Chrome,36,29.89,33.35,3.46,64.61,65.96,29.8,2,1.63,3.73,0.74,13.16,129820.75,210.3,0.0,0.0,1.11,17.7,39.03,10.4,16013,1665,205,0.02,0.0,1.0,26,-42,1,41,28.0,5.02,64.9,147,1.23,856.69,35,1.08,0,71.88,17.21,11.17,,164,,,,10043.69,18800.32,28567.96,19483.17,4.76,317.67
1680,2022-06-22,2022,6,22,Varejo,Campos,Cavalcante,1,29.84,29.84,24.71,5.13,8.4,,87.27,2.87,36363.56,32.71,26.52,26.54,1.046,718.12,Sergipe,TO,Brasil,B2C,Representante,Livros,,,26-35,Feminino,Direto,Mobile,macOS,Chrome,11,24.71,29.84,5.13,169.15,85.0,1.42,11,0.72,3.49,4.16,3.55,5512.04,65.67,0.0,0.0,0.99,32.99,50.4,14.0,15810,2213,129,0.02,0.0,4.2,26,-60,3,51,37.75,5.42,71.3,36,0.65,347.1,35,4.57,0,98.35,12.05,4.21,,174,,,,8424.61,49593.24,41590.97,17826.09,2.31,2102.66
1795,2022-06-22,2022,6,22,TI,Lopes,Cunha,1,38.93,38.93,24.7,14.23,8.6,,36.46,6.89,25069.66,42.43,26.12,78.44,1.056,446.1,Santa Catarina,RO,Brasil,B2B,Loja física,,Suporte,Básico,18-25,Masculino,Direto,Tablet,Windows,Chrome,0,24.7,38.93,14.23,192.55,83.18,3.07,0,0.0,7.55,0.0,3.0,2195.14,91.09,32.16,385.92,1.3,43.11,74.11,17.62,24679,4348,327,0.02,0.0,2.5,147,-1,3,57,49.4,1.72,93.05,0,0.0,0.0,22,6.67,12,134.23,21.81,3.27,FuncB,265,,,,5777.35,78336.91,52205.35,12047.35,2.27,2227.48
1832,2022-06-22,2022,6,22,TI,Campos,Silva Verde,1,41.49,41.49,26.98,14.51,7.5,,-7.61,2.98,22126.93,45.54,28.27,62.02,1.085,479.86,Acre,PE,Brasil,B2B,Online,,Outros,Teste,18-25,Feminino,Direto,Mobile,iOS,Safari,0,26.98,41.49,14.51,171.76,80.54,5.37,0,0.0,11.25,0.0,1.17,132.8,92.51,41.74,500.88,1.38,44.39,64.06,19.05,24889,4741,338,0.01,0.0,2.3,143,-15,4,58,53.47,5.23,97.39,0,0.0,0.0,28,6.5,253,140.09,67.37,5.69,FuncA,280,,,,4941.72,74324.87,51623.71,12390.58,2.58,1732.0
2214,2022-06-22,2022,6,22,Varejo,Sá Ltda.,Peixoto da Serra,1,51.81,51.81,38.2,13.61,7.2,,85.52,5.09,10739.62,59.02,38.64,0.21,0.97,253.3,Pernambuco,AP,Brasil,B2C,Aplicativo,Eletrônicos,,,18-25,Masculino,Busca orgânica,Desktop,iOS,Outro,43,38.2,51.81,13.61,171.54,76.8,0.67,14,1.74,5.28,1.1,6.16,15.7,86.97,0.0,0.0,1.73,31.03,83.82,17.6,44993,7918,501,0.01,0.0,4.5,125,40,1,48,51.26,0.96,66.76,204,4.67,2289.91,11,5.58,0,332.98,29.23,38.09,,457,,,,18685.47,68764.04,45784.92,13550.52,3.49,2072.79
2844,2022-06-22,2022,6,22,TI,Guerra,Abreu da Serra,1,30.05,30.05,27.6,2.45,7.3,,69.97,3.54,21621.86,32.91,29.47,63.52,0.973,34.51,Paraná,RJ,Brasil,Pessoa Física,Telefone,,Consultoria,Teste,46-55,Outro,Email,Desktop,iOS,Outro,0,27.6,30.05,2.45,45.02,59.97,4.06,0,0.0,6.56,0.0,10.76,15.98,94.49,31.65,379.8,1.0,23.11,7.8,12.93,49121,6351,486,0.01,0.0,3.2,174,36,2,50,77.33,14.67,63.45,0,0.0,0.0,9,0.28,201,396.94,33.78,52.04,Outra,613,,,,13308.17,168223.37,22588.33,19809.08,2.26,1213.94
2,2022-06-23,2022,6,23,Varejo,da Conceição,Almeida,121,32.58,3942.18,3027.97,914.21,5.1,,21.29,760.93,9857.98,4399.2,3327.27,29.05,1.008,225.45,São Paulo,PI,Brasil,Pessoa Física,Aplicativo,Outros,,,26-35,Outro,Email,Tablet,Linux,Chrome,40,25.02,32.58,7.56,41.51,56.03,8.99,15,58.21,884.58,9.94,1.35,185.1,21.28,0.0,0.0,131.41,0.26,19.59,0.59,1194,7,84,9.06,0.4,3.8,67,-49,5,9,15.17,6.27,1.17,333,6.6,1934.3,4,1.28,0,43.73,78.44,8.64,,43,,,,717.66,9372.97,8969.06,3180.92,557.26,235.95
867,2022-06-23,2022,6,23,TI,Fogaça,Borges,1,41.96,41.96,37.65,4.31,7.4,,8.0,8.01,17643.07,45.65,38.21,44.89,1.016,1737.47,Mato Grosso,AP,Brasil,B2B,Representante,,Suporte,Teste,36-45,Outro,Referência,Tablet,macOS,Chrome,0,37.65,41.96,4.31,26.91,39.07,27.28,0,0.0,11.56,0.0,9.7,11847.92,171.88,44.97,539.64,1.4,8.53,3.88,14.71,3885,571,7,1.14,0.0,2.2,240,-84,5,19,9.99,0.59,13.1,0,0.0,0.0,26,4.26,20,67.94,65.41,19.18,Outra,176,,,,10064.78,1733.93,14511.7,37469.78,4.19,578.37
1290,2022-06-23,2022,6,23,TI,Azevedo,Aparecida da Serra,1,26.16,26.16,18.12,8.04,5.7,,-50.96,3.83,25949.92,27.88,18.22,76.26,0.973,580.67,Pernambuco,MT,Brasil,Pessoa Física,Telefone,,Suporte,Gratuito,46-55,Feminino,Busca orgânica,Desktop,macOS,Edge,0,18.12,26.16,8.04,105.56,80.14,15.42,0,0.0,3.88,0.0,12.94,36500.07,268.01,25.82,309.84,0.87,9.83,26.48,10.94,12057,1319,180,0.02,0.0,4.1,128,-37,3,13,20.92,5.93,55.77,0,0.0,0.0,55,3.13,54,73.34,12.75,19.41,FuncA,164,,,,5836.15,12360.46,27795.28,21662.29,3.47,494.38
2129,2022-06-23,2022,6,23,Varejo,Pimenta,Guerra de Goiás,1,54.2,54.2,44.46,9.74,4.7,,31.66,8.68,21956.6,57.71,44.69,99.51,0.935,1437.0,Roraima,RN,Brasil,Pessoa Jurídica,Loja física,Alimentos,,,36-45,Feminino,Busca orgânica,Desktop,iOS,Chrome,22,44.46,54.2,9.74,160.44,74.75,14.56,2,1.75,7.48,0.0,4.38,171.89,119.07,0.0,0.0,1.81,32.94,67.39,20.0,36355,7271,376,0.02,0.0,1.2,60,93,2,38,58.07,3.45,91.46,124,0.17,2063.84,17,1.07,0,251.36,52.27,27.53,,459,,,,14421.37,58722.88,49973.96,18982.57,5.03,1868.5
2242,2022-06-23,2022,6,23,TI,Moraes - ME,Martins,1,50.93,50.93,45.19,5.74,5.8,,70.91,7.36,5353.31,57.83,46.5,38.53,0.909,312.93,Paraná,MG,Brasil,Pessoa Física,Aplicativo,,Desenvolvimento,Premium,55+,Masculino,Referência,Tablet,Android,Edge,0,45.19,50.93,5.74,152.78,75.0,2.15,0,0.0,8.41,0.0,7.75,38.59,73.97,52.62,631.44,1.7,32.4,92.23,23.93,43468,10401,481,0.02,0.01,4.2,132,42,2,52,54.41,3.75,53.31,0,0.0,0.0,12,4.95,180,328.8,37.31,33.29,Outra,465,,,,20609.42,75079.99,41861.52,12593.95,2.99,2212.5
2873,2022-06-23,2022,6,23,TI,Cavalcante,Ribeiro,1,23.21,23.21,21.26,1.95,8.7,,51.74,4.25,24575.08,25.0,21.47,94.41,1.047,1299.11,Bahia,RN,Brasil,Pessoa Física,Online,,Consultoria,Teste,46-55,Masculino,Referência,Tablet,iOS,Chrome,0,21.26,23.21,1.95,26.8,53.59,2.06,0,0.0,3.21,0.0,10.93,33.83,117.75,26.26,315.12,0.77,27.26,14.78,9.42,49419,4655,526,0.01,0.0,4.2,213,41,2,54,75.67,13.93,70.05,0,0.0,0.0,15,1.13,349,401.24,36.86,47.74,Outra,620,,,,8692.12,168767.77,17366.98,19053.34,2.07,1615.62
340,2022-06-24,2022,6,24,Varejo,Guerra,Oliveira do Campo,1,35.6,35.6,26.91,8.69,7.0,,-22.8,2.08,12694.14,40.41,27.76,91.59,1.027,3505.06,Espírito Santo,PA,Brasil,Pessoa Física,Aplicativo,Móveis,,,18-25,Feminino,Direto,Tablet,Linux,Chrome,67,26.91,35.6,8.69,20.24,36.25,1.95,4,0.68,7.67,2.25,2.43,1.88,175.46,0.0,0.0,1.19,1.2,3.67,1.84,9736,179,130,0.02,0.0,3.7,199,62,2,5,17.31,8.83,8.57,233,0.44,1187.16,6,6.62,0,99.79,11.66,10.42,,65,,,,1743.99,8122.36,13960.16,13713.31,2.03,816.87
851,2022-06-24,2022,6,24,TI,Azevedo e Filhos,Siqueira Grande,1,43.55,43.55,26.98,16.57,6.3,,-25.21,2.25,19102.23,48.69,27.63,86.94,0.936,1534.28,Paraíba,MG,Brasil,B2B,Loja física,,Consultoria,Gratuito,55+,Masculino,Referência,Tablet,Android,Chrome,0,26.98,43.55,16.57,23.15,34.71,23.24,0,0.0,10.52,0.0,6.96,7203.05,168.73,40.84,490.08,1.45,7.03,17.77,18.93,7571,1433,47,0.05,0.0,1.6,244,-17,4,15,15.49,3.59,13.21,0,0.0,0.0,19,7.15,472,63.44,90.99,19.39,Outra,158,,,,8214.52,4648.67,16075.14,39027.25,4.13,434.32
